id,published,name,gh_owner,gh_repo,purl,severity,categories,introduced_version,patched_version,dependents
RUSTSEC-2022-0030,2022-05-21T12:00:00Z,rulex,rulex-rs,rulex,pkg:cargo/rulex,[],['denial-of-service'],0.0.0-0,0.4.3,"{'rulex-bin': {'downloads': 125, 'github_url': 'https://github.com/Aloso', 'version': '0.4.5'}, 'rulex-macro': {'downloads': 97, 'github_url': 'https://github.com/Aloso', 'version': '0.4.4'}}"
RUSTSEC-2018-0018,2018-09-25T12:00:00Z,smallvec,servo,rust-smallvec,pkg:cargo/smallvec,[],[],0.0.0-0,0.6.13,"{'tinyvec': {'downloads': 63172558, 'github_url': 'https://github.com/Lokathor', 'version': '1.6.0'}, 'bs58': {'downloads': 1762823, 'github_url': 'https://github.com/Nemo157', 'version': '0.5.0'}, 'addr2line': {'downloads': 8252908, 'github_url': 'https://github.com/philipc', 'version': '0.21.0'}, 'actix-http': {'downloads': 1124990, 'github_url': 'https://github.com/robjtede', 'version': '3.4.0'}, 'actix-web': {'downloads': 1116423, 'github_url': 'https://github.com/robjtede', 'version': '4.4.0'}, 'parking_lot_core': {'downloads': 4556259, 'github_url': 'https://github.com/Amanieu', 'version': '0.9.9'}, 'trust-dns-proto': {'downloads': 169359, 'github_url': 'https://github.com/bluejekyll', 'version': '0.23.2'}, 'trust-dns-resolver': {'downloads': 149428, 'github_url': 'https://github.com/bluejekyll', 'version': '0.23.2'}, 'tracing-opentelemetry': {'downloads': 71480, 'github_url': 'https://github.com/jtescher', 'version': '0.22.0'}, 'tracing-subscriber': {'downloads': 849587, 'github_url': 'https://github.com/hawkw', 'version': '0.3.18'}}"
RUSTSEC-2021-0081,2021-06-16T12:00:00Z,actix-http,,,pkg:cargo/actix-http,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N'}]",[],3.0.0-0,3.0.0-beta.9,"{'actix-files': {'downloads': 1059471, 'github_url': 'https://github.com/robjtede', 'version': '0.6.2'}, 'actix-web-validator': {'downloads': 87581, 'github_url': 'https://github.com/singulared', 'version': '5.0.1'}, 'actix-web-actors': {'downloads': 608837, 'github_url': 'https://github.com/robjtede', 'version': '4.2.0'}, 'cloudevents-sdk': {'downloads': 44855, 'github_url': 'https://github.com/cncfcloudevents', 'version': '0.7.0'}, 'awc': {'downloads': 132025, 'github_url': 'https://github.com/robjtede', 'version': '3.2.0'}, 'actix-web': {'downloads': 1116423, 'github_url': 'https://github.com/robjtede', 'version': '4.4.0'}, 'actix-test': {'downloads': 84875, 'github_url': 'https://github.com/robjtede', 'version': '0.1.2'}, 'actix-web-opentelemetry': {'downloads': 5762, 'github_url': 'https://github.com/jtescher', 'version': '0.16.0'}, 'actix-web-lab': {'downloads': 1776, 'github_url': 'https://github.com/robjtede', 'version': '0.20.1'}, 'async-graphql-actix-web': {'downloads': 2776, 'github_url': 'https://github.com/sunli829', 'version': '6.0.11'}}"
RUSTSEC-2018-0013,2018-11-27T12:00:00Z,safe-transmute,nabijaczleweli,safe-transmute-rs,pkg:cargo/safe-transmute,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",[],0.4.0,0.10.1,"{'rocket-game': {'downloads': 304, 'github_url': 'https://github.com/tversteeg', 'version': '0.1.6'}, 'serum': {'downloads': 4240, 'github_url': 'https://github.com/dondidlc', 'version': '0.4.7'}, 'serum_dex': {'downloads': 21206, 'github_url': 'https://github.com/armaniferrante', 'version': '0.5.4'}, 'fluence-faas': {'downloads': 337, 'github_url': 'https://github.com/folex', 'version': '0.16.3'}, 'repgrep': {'downloads': 260, 'github_url': 'https://github.com/acheronfail', 'version': '0.14.3'}, 'glycin': {'downloads': 1672, 'github_url': 'https://github.com/sophie-h', 'version': '0.1.0'}, 'wasmer-interface-types-fl': {'downloads': 904, 'github_url': 'https://github.com/ValeryAntopol', 'version': '0.27.0'}, 'marine-runtime': {'downloads': 74, 'github_url': 'https://github.com/fluencebot', 'version': '0.31.0'}, 'dicom-core': {'downloads': 396, 'github_url': 'https://github.com/Enet4', 'version': '0.6.3'}, 'gvdb': {'downloads': 0, 'github_url': 'https://github.com/felinira', 'version': '0.5.3'}}"
RUSTSEC-2020-0025,2020-05-07T12:00:00Z,bigint,paritytech,bigint,pkg:cargo/bigint,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",[],0.0.0-0,,"{'ethcore-bigint': {'downloads': 3264, 'github_url': ''}, 'Gen_Prime': {'downloads': 1208, 'github_url': ''}, 'imp': {'downloads': 1395, 'github_url': 'https://github.com/lightclient', 'version': '0.1.0'}, 'cosmwasm-bignumber': {'downloads': 57423, 'github_url': 'https://github.com/YunSuk-Yeo', 'version': '2.2.0'}, 'stack_test_epic_core': {'downloads': 3988, 'github_url': 'https://github.com/Likho', 'version': '3.0.3'}, 'stack_test_epic_chain': {'downloads': 3632, 'github_url': 'https://github.com/Likho', 'version': '3.0.3'}, 'stack_test_epic_api': {'downloads': 3117, 'github_url': 'https://github.com/Likho', 'version': '3.0.3'}, 'stack_epic_core': {'downloads': 1269, 'github_url': 'https://github.com/Likho', 'version': '3.4.2'}, 'stack_epic_chain': {'downloads': 1123, 'github_url': 'https://github.com/Likho', 'version': '3.4.2'}, 'stack_epic_api': {'downloads': 880, 'github_url': 'https://github.com/Likho', 'version': '3.4.2'}}"
RUSTSEC-2023-0070,2023-11-10T12:00:00Z,self_cell,Voultapher,self_cell,pkg:cargo/self_cell,[],[],1.0.0,1.0.2,"{'fluent-bundle': {'downloads': 1334630, 'github_url': 'https://github.com/zbraniecki', 'version': '0.15.2'}, 'bracket': {'downloads': 373, 'github_url': 'https://github.com/tmpfs', 'version': '0.11.0'}, 'bao-tree': {'downloads': 7101, 'github_url': 'https://github.com/rklaehn', 'version': '0.9.1'}, 'cosmic-text': {'downloads': 5895, 'github_url': 'https://github.com/jackpot51', 'version': '0.10.0'}, 'minijinja': {'downloads': 24552, 'github_url': 'https://github.com/mitsuhiko', 'version': '1.0.10'}, 'uu_sort': {'downloads': 460, 'github_url': 'https://github.com/sylvestre', 'version': '0.0.23'}, 'async-imap': {'downloads': 1790, 'github_url': 'https://github.com/link2xt', 'version': '0.9.4'}, 'leptos_reactive': {'downloads': 1706, 'github_url': 'https://github.com/gbj', 'version': '0.5.4'}, 'wasmer-compiler': {'downloads': 374, 'github_url': 'https://github.com/Arshia001', 'version': '4.2.4'}, 'osmpbfreader': {'downloads': 78, 'github_url': 'https://github.com/TeXitoi', 'version': '0.16.1'}}"
RUSTSEC-2020-0160,2020-01-21T12:00:00Z,shamir,Nebulosus,shamir,pkg:cargo/shamir,[],['crypto-failure'],0.0.0-0,2.0.0,{}
RUSTSEC-2017-0001,2017-01-26T12:00:00Z,sodiumoxide,dnaq,sodiumoxide,pkg:cargo/sodiumoxide,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N'}]",[],0.0.0-0,0.0.14,"{'maidsafe_types': {'downloads': 4190, 'github_url': ''}, 'nat_traversal': {'downloads': 2001, 'github_url': ''}, 'edcert': {'downloads': 3161, 'github_url': ''}, 'sovrin-client': {'downloads': 551, 'github_url': ''}, 'discord': {'downloads': 3970, 'github_url': 'https://github.com/SpaceManiac', 'version': '0.8.1'}, 'dup-crypto': {'downloads': 2963, 'github_url': 'https://github.com/librelois', 'version': '0.58.0'}, 'rdedup-lib': {'downloads': 1010, 'github_url': 'https://github.com/dpc', 'version': '3.2.0'}, 'radicle-keystore': {'downloads': 6095, 'github_url': 'https://github.com/FintanH', 'version': '0.2.0'}, 'dryoc': {'downloads': 2604, 'github_url': 'https://github.com/brndnmtthws', 'version': '0.5.1'}, 'snow': {'downloads': 94891, 'github_url': 'https://github.com/mcginty', 'version': '0.9.4'}}"
RUSTSEC-2022-0083,2022-10-25T12:00:00Z,evm,rust-blockchain,evm,pkg:cargo/evm,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N'}]",['crypto-failure'],0.0.0-0,0.36.0,"{'etclient': {'downloads': 506, 'github_url': ''}, 'evm-precompiled-bn128': {'downloads': 2403, 'github_url': 'https://github.com/mersinvald', 'version': '0.11.0'}, 'evm-precompiled-modexp': {'downloads': 2466, 'github_url': 'https://github.com/mersinvald', 'version': '0.11.0'}, 'evm-network-classic': {'downloads': 927, 'github_url': 'https://github.com/mersinvald', 'version': '0.11.0'}, 'evm-network-expanse': {'downloads': 488, 'github_url': 'https://github.com/mersinvald', 'version': '0.11.0'}, 'evm-stateful': {'downloads': 401, 'github_url': 'https://github.com/sorpaas', 'version': '0.11.1'}, 'fp-evm': {'downloads': 2094, 'github_url': 'https://github.com/sorpaas', 'version': '2.0.0'}, 'pallet-evm': {'downloads': 870, 'github_url': 'https://github.com/sorpaas', 'version': '5.0.0'}, 'pallet-ethereum': {'downloads': 268, 'github_url': 'https://github.com/sorpaas', 'version': '3.0.0'}, 'ovr-fp-evm': {'downloads': 2329, 'github_url': 'https://github.com/ccmlm', 'version': '3.0.0'}}"
RUSTSEC-2021-0039,2021-01-04T12:00:00Z,endian_trait,,,pkg:cargo/endian_trait,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",['memory-corruption'],0.0.0-0,,{}
RUSTSEC-2020-0072,2020-10-31T12:00:00Z,futures-intrusive,Matthias247,futures-intrusive,pkg:cargo/futures-intrusive,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:H'}]","['memory-corruption', 'thread-safety']",0.0.0-0,0.4.0,"{'raii-counter-futures': {'downloads': 23589, 'github_url': 'https://github.com/lily-mara', 'version': '0.1.0'}, 'async-mutex': {'downloads': 9862255, 'github_url': 'https://github.com/stjepang', 'version': '1.4.0'}, 'futures-delay-queue': {'downloads': 2501, 'github_url': 'https://github.com/spebern', 'version': '0.5.2'}, 'switchyard': {'downloads': 1727, 'github_url': 'https://github.com/cwfitzgerald', 'version': '0.3.0'}, 'sosistab': {'downloads': 421, 'github_url': 'https://github.com/nullchinchilla', 'version': '0.5.43'}, 'geph4-client': {'downloads': 213, 'github_url': 'https://github.com/nullchinchilla', 'version': '4.10.1'}, 'sosistab2': {'downloads': 93, 'github_url': 'https://github.com/nullchinchilla', 'version': '0.10.18'}, 'sqlx-core': {'downloads': 58739, 'github_url': 'https://github.com/abonander', 'version': '0.7.3'}, 'sqlx-sqlite': {'downloads': 57378, 'github_url': 'https://github.com/abonander', 'version': '0.7.3'}, 'smolscale': {'downloads': 94, 'github_url': 'https://github.com/nullchinchilla', 'version': '0.4.2'}}"
RUSTSEC-2023-0027,2023-03-24T12:00:00Z,async-nats,nats-io,nats.rs,pkg:cargo/async-nats,[],['crypto-failure'],0.0.0-0,0.29.0,"{'moleculer': {'downloads': 387, 'github_url': 'https://github.com/praveenperera', 'version': '0.3.5'}, 'printnanny-nats': {'downloads': 133, 'github_url': 'https://github.com/leigh-johnson', 'version': '0.33.0'}, 'mmtickets-common': {'downloads': 53, 'github_url': 'https://github.com/MartinMinkov', 'version': '0.9.12'}, 'svc-nats-client': {'downloads': 64, 'github_url': 'https://github.com/0nkery', 'version': '0.8.0'}, 'wasmbus-rpc': {'downloads': 3721, 'github_url': 'https://github.com/wasmcloud-automation', 'version': '0.15.0'}, 'wasmcloud-control-interface': {'downloads': 971, 'github_url': 'https://github.com/wasmcloud-automation', 'version': '0.32.0'}, 'wadm': {'downloads': 827, 'github_url': 'https://github.com/wasmcloud-automation', 'version': '0.9.0'}, 'wash-lib': {'downloads': 208, 'github_url': 'https://github.com/wasmcloud-automation', 'version': '0.15.0'}, 'wasmcloud-core': {'downloads': 571, 'github_url': 'https://github.com/wasmcloud-automation', 'version': '0.2.0'}, 'wash-cli': {'downloads': 60, 'github_url': 'https://github.com/wasmcloud-automation', 'version': '0.24.1'}}"
RUSTSEC-2020-0137,2020-11-10T12:00:00Z,lever,vertexclique,lever,pkg:cargo/lever,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H'}]","['memory-corruption', 'thread-safety']",0.0.0-0,0.1.1,"{'orkhon': {'downloads': 11805, 'github_url': 'https://github.com/vertexclique', 'version': '0.2.3'}, 'bastion-executor': {'downloads': 7705, 'github_url': 'https://github.com/o0Ignition0o', 'version': '0.4.2'}, 'bastion': {'downloads': 6709, 'github_url': 'https://github.com/o0Ignition0o', 'version': '0.4.5'}, 'nuclei': {'downloads': 4703, 'github_url': 'https://github.com/vertexclique', 'version': '0.2.1'}, 'callysto': {'downloads': 1139, 'github_url': 'https://github.com/vertexclique', 'version': '0.1.9'}}"
RUSTSEC-2023-0031,2023-03-31T12:00:00Z,spin,mvdnes,spin-rs,pkg:cargo/spin,[],[],0.9.3,0.9.8,"{'wee_alloc': {'downloads': 1598238, 'github_url': 'https://github.com/fitzgen', 'version': '0.4.5'}, 'lazy_static': {'downloads': 166446909, 'github_url': 'https://github.com/KodrAus', 'version': '1.4.0'}, 'no-std-compat': {'downloads': 4999194, 'github_url': 'https://github.com/jD91mZM2', 'version': '0.4.1'}, 'reed-solomon-erasure': {'downloads': 302013, 'github_url': 'https://github.com/mvines', 'version': '6.0.0'}, 'multer': {'downloads': 3623213, 'github_url': 'https://github.com/SergioBenitez', 'version': '2.1.0'}, 'page_size': {'downloads': 103749, 'github_url': 'https://github.com/Elzair', 'version': '0.6.0'}, 'flume': {'downloads': 1285770, 'github_url': 'https://github.com/zesterer', 'version': '0.11.0'}, 'error-stack': {'downloads': 44512, 'github_url': 'https://github.com/hashdotai', 'version': '0.4.1'}, 'ring': {'downloads': 188267, 'github_url': 'https://github.com/briansmith', 'version': '0.17.6'}, 'wasmi': {'downloads': 228, 'github_url': 'https://github.com/Robbepop', 'version': '0.31.1'}}"
RUSTSEC-2020-0064,2020-11-02T12:00:00Z,ffi_utils,maidsafe,sn_ffi_utils,pkg:cargo/ffi_utils,[],[],0.0.0-0,,"{'system_uri': {'downloads': 1431, 'github_url': ''}, 'safe_thing': {'downloads': 399, 'github_url': 'https://github.com/bochaco', 'version': '0.0.3'}, 'safe_authenticator_ffi': {'downloads': 311, 'github_url': 'https://github.com/MaidSafe-QA', 'version': '0.17.1'}, 'safe_core': {'downloads': 737, 'github_url': 'https://github.com/MaidSafe-QA', 'version': '0.43.1'}, 'safe_authenticator': {'downloads': 643, 'github_url': 'https://github.com/MaidSafe-QA', 'version': '0.18.1'}, 'safe_app': {'downloads': 253, 'github_url': 'https://github.com/MaidSafe-QA', 'version': '0.18.1'}}"
RUSTSEC-2019-0019,2019-08-25T12:00:00Z,blake2,RustCrypto,MACs,pkg:cargo/blake2,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['crypto-failure'],0.0.0-0,0.8.1,"{'ark-crypto-primitives': {'downloads': 440408, 'github_url': 'https://github.com/mmagician', 'version': '0.4.0'}, 'ark-serialize': {'downloads': 1423683, 'github_url': 'https://github.com/mmagician', 'version': '0.4.2'}, 'ark-ff': {'downloads': 1418526, 'github_url': 'https://github.com/mmagician', 'version': '0.4.2'}, 'expander': {'downloads': 644365, 'github_url': 'https://github.com/drahnr', 'version': '2.0.0'}, 'crypto_box': {'downloads': 32530, 'github_url': 'https://github.com/tarcieri', 'version': '0.9.1'}, 'argon2': {'downloads': 275259, 'github_url': 'https://github.com/tarcieri', 'version': '0.5.2'}, 'parity-db': {'downloads': 42361, 'github_url': 'https://github.com/arkpar', 'version': '0.4.12'}, 'snow': {'downloads': 94891, 'github_url': 'https://github.com/mcginty', 'version': '0.9.4'}, 'ed25519-dalek': {'downloads': 141685, 'github_url': 'https://github.com/rozbb', 'version': '2.1.0'}, 'sp-core': {'downloads': 1981, 'github_url': 'https://github.com/parity-crate-owner', 'version': '26.0.0'}}"
RUSTSEC-2020-0121,2020-11-10T12:00:00Z,abox,SonicFrog,abox,pkg:cargo/abox,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H'}]","['memory-corruption', 'thread-safety']",0.0.0-0,0.4.1,"{'logmap': {'downloads': 309, 'github_url': 'https://github.com/SonicFrog', 'version': '0.2.0'}}"
RUSTSEC-2021-0097,2021-08-24T12:00:00Z,openssl-src,,,pkg:cargo/openssl-src,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['crypto-failure'],0.0.0-0,111.16.0,"{'datachannel-sys': {'downloads': 95, 'github_url': 'https://github.com/lerouxrgd', 'version': '0.19.1'}, 'openssl-sys': {'downloads': 351159, 'github_url': 'https://github.com/alex', 'version': '0.9.96'}, 'tongsuo-sys': {'downloads': 489, 'github_url': 'https://github.com/zh-jq', 'version': '0.9.96'}, 'summa-core': {'downloads': 32, 'github_url': 'https://github.com/ppodolsky', 'version': '0.22.7'}}"
RUSTSEC-2021-0078,2021-07-07T12:00:00Z,hyper,hyperium,hyper,pkg:cargo/hyper,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N'}]",[],0.0.0-0,0.14.10,"{'hyper-timeout': {'downloads': 24776525, 'github_url': 'https://github.com/hjr3', 'version': '0.4.1'}, 'prometheus': {'downloads': 6567705, 'github_url': 'https://github.com/lucab', 'version': '0.13.3'}, 'matchit': {'downloads': 2226587, 'github_url': 'https://github.com/ibraheemdev', 'version': '0.7.3'}, 'tokio-tungstenite': {'downloads': 1365173, 'github_url': 'https://github.com/application-developer-DA', 'version': '0.20.1'}, 'tonic': {'downloads': 892214, 'github_url': 'https://github.com/LucioFranco', 'version': '0.10.2'}, 'reqwest': {'downloads': 3449481, 'github_url': 'https://github.com/seanmonstar', 'version': '0.11.22'}, 'hyper-rustls': {'downloads': 1305077, 'github_url': 'https://github.com/djc', 'version': '0.24.2'}, 'axum-core': {'downloads': 17385, 'github_url': 'https://github.com/davidpdrsn', 'version': '0.4.0'}, 'axum': {'downloads': 17051, 'github_url': 'https://github.com/davidpdrsn', 'version': '0.7.1'}, 'hyper-tls': {'downloads': 966, 'github_url': 'https://github.com/seanmonstar', 'version': '0.6.0'}}"
RUSTSEC-2018-0005,2018-09-17T12:00:00Z,serde_yaml,dtolnay,serde-yaml,pkg:cargo/serde_yaml,[],[],0.6.0-rc1,0.8.4,"{'treediff': {'downloads': 2155931, 'github_url': 'https://github.com/Byron', 'version': '4.0.2'}, 'askama_shared': {'downloads': 1664574, 'github_url': 'https://github.com/djc', 'version': '0.12.2'}, 'zuse': {'downloads': 412, 'github_url': 'https://github.com/19h', 'version': '0.5.0'}, 'log4rs': {'downloads': 1268323, 'github_url': 'https://github.com/estk', 'version': '1.2.0'}, 'generational-arena': {'downloads': 358652, 'github_url': 'https://github.com/fitzgen', 'version': '0.2.9'}, 'askama': {'downloads': 175702, 'github_url': 'https://github.com/djc', 'version': '0.12.1'}, 'json-patch': {'downloads': 220449, 'github_url': 'https://github.com/idubrov', 'version': '1.2.0'}, 'serde_with': {'downloads': 743222, 'github_url': 'https://github.com/jonasbb', 'version': '3.4.0'}, 'figment': {'downloads': 100113, 'github_url': 'https://github.com/SergioBenitez', 'version': '0.10.12'}, 'plist': {'downloads': 83589, 'github_url': 'https://github.com/ebarnard', 'version': '1.6.0'}}"
RUSTSEC-2023-0066,2023-04-29T12:00:00Z,pleaser,,,pkg:cargo/pleaser,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:C/C:L/I:L/A:N'}]",['privilege-escalation'],0.0.0-0,,{}
RUSTSEC-2020-0033,2020-08-25T12:00:00Z,alg_ds,,,pkg:cargo/alg_ds,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",[],0.0.0-0,,"{'toolbox': {'downloads': 277, 'github_url': 'https://github.com/dvshapkin', 'version': '0.2.8'}}"
RUSTSEC-2021-0003,2021-01-08T12:00:00Z,smallvec,servo,rust-smallvec,pkg:cargo/smallvec,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['memory-corruption'],1.0.0,1.6.1,"{'tinyvec': {'downloads': 63172558, 'github_url': 'https://github.com/Lokathor', 'version': '1.6.0'}, 'bs58': {'downloads': 1762823, 'github_url': 'https://github.com/Nemo157', 'version': '0.5.0'}, 'addr2line': {'downloads': 8254404, 'github_url': 'https://github.com/philipc', 'version': '0.21.0'}, 'actix-http': {'downloads': 1124990, 'github_url': 'https://github.com/robjtede', 'version': '3.4.0'}, 'actix-web': {'downloads': 1116423, 'github_url': 'https://github.com/robjtede', 'version': '4.4.0'}, 'parking_lot_core': {'downloads': 4556259, 'github_url': 'https://github.com/Amanieu', 'version': '0.9.9'}, 'trust-dns-proto': {'downloads': 169359, 'github_url': 'https://github.com/bluejekyll', 'version': '0.23.2'}, 'trust-dns-resolver': {'downloads': 149428, 'github_url': 'https://github.com/bluejekyll', 'version': '0.23.2'}, 'tracing-opentelemetry': {'downloads': 71480, 'github_url': 'https://github.com/jtescher', 'version': '0.22.0'}, 'tracing-subscriber': {'downloads': 849587, 'github_url': 'https://github.com/hawkw', 'version': '0.3.18'}}"
RUSTSEC-2022-0056,2022-06-25T12:00:00Z,clipboard,aweinstock314,rust-clipboard,aweinstock314,rust-clipboard,pkg:cargo/clipboard,[],[],0.0.0-0,,"{'amp': {'downloads': 6302, 'github_url': 'https://github.com/jmacdonald', 'version': '0.6.2'}, 'amethyst_ui': {'downloads': 44548, 'github_url': 'https://github.com/CleanCut', 'version': '0.15.3'}, 'smith': {'downloads': 436, 'github_url': 'https://github.com/IGI-111', 'version': '2.0.1'}, 'ffsend': {'downloads': 908, 'github_url': 'https://github.com/timvisee', 'version': '0.2.76'}, 'jless': {'downloads': 2152, 'github_url': 'https://github.com/PaulJuliusMartinez', 'version': '0.9.0'}, 'ncspot': {'downloads': 1780, 'github_url': 'https://github.com/hrkfdn', 'version': '0.13.4'}, 'reedline': {'downloads': 10481, 'github_url': 'https://github.com/sholderbach', 'version': '0.26.0'}, 'rooster': {'downloads': 31, 'github_url': 'https://github.com/conradkleinespel', 'version': '2.13.0'}, 'silicon': {'downloads': 79, 'github_url': 'https://github.com/Aloxaf', 'version': '0.5.2'}, 'doe': {'downloads': 31, 'github_url': 'https://github.com/zinso', 'version': '0.3.14'}}"
RUSTSEC-2021-0146,2021-05-20T12:00:00Z,twoway,bluss,twowa,bluss,twoway,pkg:cargo/twoway,[],[],0.0.0-0,,"{'sincere': {'downloads': 2635, 'github_url': 'https://github.com/danclive', 'version': '0.6.6'}, 'qiniu-multipart': {'downloads': 2833, 'github_url': 'https://github.com/bachue', 'version': '0.17.3'}, 'multipart': {'downloads': 6453955, 'github_url': 'https://github.com/abonander', 'version': '0.18.0'}, 'rapid-xml': {'downloads': 3167, 'github_url': 'https://github.com/hniksic', 'version': '0.2.4'}, 'lspower': {'downloads': 139208, 'github_url': 'https://github.com/silvanshade', 'version': '1.5.0'}, 'ck3save': {'downloads': 655, 'github_url': 'https://github.com/nickbabcock', 'version': '0.4.3'}, 'eu4save': {'downloads': 947, 'github_url': 'https://github.com/nickbabcock', 'version': '0.8.2'}, 'pwninit': {'downloads': 3513, 'github_url': 'https://github.com/io12', 'version': '3.3.0'}, 'solana-security-txt': {'downloads': 32396, 'github_url': 'https://github.com/CherryWorm', 'version': '1.1.1'}, 'c2pa': {'downloads': 252, 'github_url': 'https://github.com/scouten-adobe', 'version': '0.28.3'}}"
RUSTSEC-2019-0035,2019-04-19T12:00:00Z,rand_core,rust-random,rand,pkg:cargo/rand_core,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",[],0.4.0-0,0.4.2,"{'oorandom': {'downloads': 26855535, 'github_url': 'https://github.com/icefoxen', 'version': '11.1.3'}, 'rand_xorshift': {'downloads': 11545155, 'github_url': 'https://github.com/dhardy', 'version': '0.3.0'}, 'rand_chacha': {'downloads': 98150569, 'github_url': 'https://github.com/dhardy', 'version': '0.3.1'}, 'rand_pcg': {'downloads': 5215838, 'github_url': 'https://github.com/dhardy', 'version': '0.3.1'}, 'rand': {'downloads': 80976931, 'github_url': 'https://github.com/dhardy', 'version': '0.8.5'}, 'crypto-common': {'downloads': 52734354, 'github_url': 'https://github.com/tarcieri', 'version': '0.1.6'}, 'pkcs8': {'downloads': 6885904, 'github_url': 'https://github.com/tarcieri', 'version': '0.10.2'}, 'rand_hc': {'downloads': 32580, 'github_url': 'https://github.com/dhardy', 'version': '0.3.2'}, 'curve25519-dalek': {'downloads': 1111305, 'github_url': 'https://github.com/rozbb', 'version': '4.1.1'}, 'signature': {'downloads': 407740, 'github_url': 'https://github.com/tarcieri', 'version': '2.2.0'}}"
RUSTSEC-2020-0048,2020-01-24T12:00:00Z,actix-http,actix,actix-web,pkg:cargo/actix-http,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H'}]",['memory-corruption'],0.0.0-0,2.0.0-alpha.1,"{'actix-files': {'downloads': 1059471, 'github_url': 'https://github.com/robjtede', 'version': '0.6.2'}, 'actix-web-validator': {'downloads': 87581, 'github_url': 'https://github.com/singulared', 'version': '5.0.1'}, 'actix-web-actors': {'downloads': 608837, 'github_url': 'https://github.com/robjtede', 'version': '4.2.0'}, 'cloudevents-sdk': {'downloads': 44855, 'github_url': 'https://github.com/cncfcloudevents', 'version': '0.7.0'}, 'awc': {'downloads': 132025, 'github_url': 'https://github.com/robjtede', 'version': '3.2.0'}, 'actix-web': {'downloads': 1116543, 'github_url': 'https://github.com/robjtede', 'version': '4.4.0'}, 'actix-test': {'downloads': 84875, 'github_url': 'https://github.com/robjtede', 'version': '0.1.2'}, 'actix-web-opentelemetry': {'downloads': 5762, 'github_url': 'https://github.com/jtescher', 'version': '0.16.0'}, 'actix-web-lab': {'downloads': 1776, 'github_url': 'https://github.com/robjtede', 'version': '0.20.1'}, 'async-graphql-actix-web': {'downloads': 2776, 'github_url': 'https://github.com/sunli829', 'version': '6.0.11'}}"
