id,published,name,gh_owner,gh_repo,purl,severity,categories_vuln,categories_package,github_link,introduced_version,patched_version,date_of_patch,dependents
RUSTSEC-2021-0078,2021-07-07T12:00:00Z,hyper,hyperium,hyper,pkg:cargo/hyper,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N'}]",[],"['web-programming::http-server', 'web-programming::http-client', 'network-programming']",https://github.com/hyperium/hyper,0.0.0-0,0.14.10,,"{'prometheus': {'downloads': 6576645, 'github_url': 'https://github.com/tikv/rust-prometheus', 'categories': [], 'version': '0.13.3'}, 'matchit': {'downloads': 2243145, 'github_url': 'https://github.com/ibraheemdev/matchit', 'categories': ['algorithms', 'network-programming'], 'version': '0.7.3'}, 'tokio-tungstenite': {'downloads': 1376143, 'github_url': 'https://github.com/snapview/tokio-tungstenite', 'categories': ['concurrency', 'web-programming::websocket', 'asynchronous', 'network-programming'], 'version': '0.20.1'}, 'tonic': {'downloads': 898671, 'github_url': 'https://github.com/hyperium/tonic', 'categories': ['web-programming', 'network-programming', 'asynchronous'], 'version': '0.10.2'}, 'reqwest': {'downloads': 3488805, 'github_url': 'https://github.com/seanmonstar/reqwest', 'categories': ['web-programming::http-client', 'wasm'], 'version': '0.11.22'}, 'hyper-rustls': {'downloads': 1325093, 'github_url': 'https://github.com/rustls/hyper-rustls', 'categories': [], 'version': '0.24.2'}, 'axum-core': {'downloads': 20569, 'github_url': 'https://github.com/tokio-rs/axum', 'categories': ['asynchronous', 'web-programming', 'network-programming'], 'version': '0.4.0'}, 'axum': {'downloads': 20204, 'github_url': 'https://github.com/tokio-rs/axum', 'categories': ['asynchronous', 'web-programming::http-server', 'network-programming'], 'version': '0.7.1'}, 'hyper-tls': {'downloads': 1078, 'github_url': 'https://github.com/hyperium/hyper-tls', 'categories': [], 'version': '0.6.0'}, 'hyper-timeout': {'downloads': 25, 'github_url': 'https://github.com/hjr3/hyper-timeout', 'categories': [], 'version': '0.5.0'}}"
RUSTSEC-2021-0079,2021-07-07T12:00:00Z,hyper,hyperium,hyper,pkg:cargo/hyper,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H'}]",[],"['web-programming::http-server', 'web-programming::http-client', 'network-programming']",https://github.com/hyperium/hyper,0.0.0-0,0.14.10,,"{'prometheus': {'downloads': 6576645, 'github_url': 'https://github.com/tikv/rust-prometheus', 'categories': [], 'version': '0.13.3'}, 'matchit': {'downloads': 2243145, 'github_url': 'https://github.com/ibraheemdev/matchit', 'categories': ['algorithms', 'network-programming'], 'version': '0.7.3'}, 'tokio-tungstenite': {'downloads': 1376143, 'github_url': 'https://github.com/snapview/tokio-tungstenite', 'categories': ['concurrency', 'web-programming::websocket', 'asynchronous', 'network-programming'], 'version': '0.20.1'}, 'tonic': {'downloads': 898671, 'github_url': 'https://github.com/hyperium/tonic', 'categories': ['web-programming', 'network-programming', 'asynchronous'], 'version': '0.10.2'}, 'reqwest': {'downloads': 3488805, 'github_url': 'https://github.com/seanmonstar/reqwest', 'categories': ['web-programming::http-client', 'wasm'], 'version': '0.11.22'}, 'hyper-rustls': {'downloads': 1325093, 'github_url': 'https://github.com/rustls/hyper-rustls', 'categories': [], 'version': '0.24.2'}, 'axum-core': {'downloads': 20569, 'github_url': 'https://github.com/tokio-rs/axum', 'categories': ['asynchronous', 'web-programming', 'network-programming'], 'version': '0.4.0'}, 'axum': {'downloads': 20204, 'github_url': 'https://github.com/tokio-rs/axum', 'categories': ['asynchronous', 'web-programming::http-server', 'network-programming'], 'version': '0.7.1'}, 'hyper-tls': {'downloads': 1078, 'github_url': 'https://github.com/hyperium/hyper-tls', 'categories': [], 'version': '0.6.0'}, 'hyper-timeout': {'downloads': 25, 'github_url': 'https://github.com/hjr3/hyper-timeout', 'categories': [], 'version': '0.5.0'}}"
RUSTSEC-2021-0080,2021-07-19T12:00:00Z,tar,alexcrichton,tar-rs,pkg:cargo/tar,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N'}]",[],[],https://github.com/alexcrichton/tar-rs,0.0.0-0,0.4.36,2021-08-10T14:42:06Z,"{'fomat-macros': {'downloads': 62997, 'github_url': 'https://github.com/krdln/fomat-macros', 'categories': [], 'version': '0.3.2'}, 'bollard': {'downloads': 55789, 'github_url': 'https://github.com/fussybeaver/bollard', 'categories': [], 'version': '0.15.0'}, 'self_update': {'downloads': 123501, 'github_url': 'https://github.com/jaemk/self_update', 'categories': ['command-line-utilities'], 'version': '0.39.0'}, 'syn': {'downloads': 4721140, 'github_url': 'https://github.com/dtolnay/syn', 'categories': ['development-tools::procedural-macro-helpers', 'parser-implementations'], 'version': '2.0.39'}, 'cargo-deb': {'downloads': 7190, 'github_url': 'https://github.com/kornelski/cargo-deb', 'categories': ['command-line-utilities', 'development-tools::build-utils', 'development-tools::cargo-plugins'], 'version': '2.0.2'}, 'cargo': {'downloads': 13340, 'github_url': 'https://github.com/rust-lang/cargo', 'categories': [], 'version': '0.75.1'}, 'binary-install': {'downloads': 90, 'github_url': 'https://github.com/rustwasm/binary-install', 'categories': [], 'version': '0.3.0'}, 'solana-runtime': {'downloads': 188, 'github_url': 'https://github.com/solana-labs/solana', 'categories': [], 'version': '1.17.7'}, 'tauri': {'downloads': 2807, 'github_url': 'https://github.com/tauri-apps/tauri', 'categories': ['web-programming', 'gui'], 'version': '1.5.3'}, 'nextest-runner': {'downloads': 163, 'github_url': 'https://github.com/nextest-rs/nextest', 'categories': [], 'version': '0.51.0'}}"
RUSTSEC-2021-0081,2021-06-16T12:00:00Z,actix-http,,,pkg:cargo/actix-http,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N'}]",[],"['network-programming', 'asynchronous', 'web-programming::http-server', 'web-programming::websocket']",https://github.com/actix/actix-web.git,3.0.0-0,3.0.0-beta.9,,"{'actix-files': {'downloads': 1062023, 'github_url': 'https://github.com/actix/actix-web', 'categories': ['web-programming::http-server', 'asynchronous'], 'version': '0.6.2'}, 'actix-web-validator': {'downloads': 87707, 'github_url': 'https://github.com/rambler-digital-solutions/actix-web-validator', 'categories': ['web-programming', 'encoding'], 'version': '5.0.1'}, 'actix-web-actors': {'downloads': 610462, 'github_url': 'https://github.com/actix/actix-web', 'categories': [], 'version': '4.2.0'}, 'cloudevents-sdk': {'downloads': 44937, 'github_url': 'https://github.com/cloudevents/sdk-rust', 'categories': ['web-programming', 'encoding', 'data-structures'], 'version': '0.7.0'}, 'awc': {'downloads': 132626, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::websocket', 'web-programming::http-client'], 'version': '3.2.0'}, 'actix-web': {'downloads': 1122338, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::websocket', 'web-programming::http-server'], 'version': '4.4.0'}, 'actix-test': {'downloads': 85232, 'github_url': 'https://github.com/actix/actix-web.git', 'categories': ['network-programming', 'asynchronous', 'web-programming::websocket', 'web-programming::http-server'], 'version': '0.1.2'}, 'actix-web-opentelemetry': {'downloads': 5836, 'github_url': 'https://github.com/OutThereLabs/actix-web-opentelemetry', 'categories': ['api-bindings'], 'version': '0.16.0'}, 'actix-web-lab': {'downloads': 1951, 'github_url': 'https://github.com/robjtede/actix-web-lab', 'categories': ['network-programming', 'web-programming::websocket', 'web-programming::http-server', 'asynchronous'], 'version': '0.20.1'}, 'async-graphql-actix-web': {'downloads': 2915, 'github_url': 'https://github.com/async-graphql/async-graphql', 'categories': ['network-programming', 'asynchronous'], 'version': '6.0.11'}}"
RUSTSEC-2021-0082,2021-08-14T12:00:00Z,vec-const,Eolu,vec-const,pkg:cargo/vec-const,[],['memory-corruption'],"['rust-patterns', 'memory-management', 'development-tools', 'data-structures']",https://github.com/Eolu/vec-const,0.0.0-0,2.0.0,,{}
RUSTSEC-2021-0083,2021-01-20T12:00:00Z,derive-com-impl,Connicpu,com-impl,pkg:cargo/derive-com-impl,[],['memory-corruption'],[],https://github.com/connicpu/com-impl,0.0.0-0,0.1.2,,"{'dcommon': {'downloads': 3786, 'github_url': None, 'categories': [], 'version': '0.3.0-alpha1'}, 'com-impl': {'downloads': 56, 'github_url': 'https://github.com/connicpu/com-impl', 'categories': [], 'version': '0.2.0'}}"
RUSTSEC-2021-0084,2021-01-03T12:00:00Z,bronzedb-protocol,Hexilee,BronzeDB,pkg:cargo/bronzedb-protocol,[],['memory-exposure'],['database'],https://github.com/Hexilee/BronzeDB,0.0.0-0,,,"{'bronzedb-client': {'downloads': 918, 'github_url': 'https://github.com/Hexilee/BronzeDB', 'categories': ['database'], 'version': '0.1.1'}, 'bronzedb-server': {'downloads': 1380, 'github_url': 'https://github.com/Hexilee/BronzeDB', 'categories': ['database'], 'version': '0.1.0'}, 'bronzedb': {'downloads': 422, 'github_url': 'https://github.com/Hexilee/BronzeDB', 'categories': ['database'], 'version': '0.1.0'}}"
RUSTSEC-2021-0085,2021-01-03T12:00:00Z,binjs_io,binast,binjs-ref,pkg:cargo/binjs_io,[],['memory-exposure'],[],https://github.com/Yoric/binjs-ref,0.0.0-0,,,"{'binjs_es6': {'downloads': 438, 'github_url': 'https://github.com/Yoric/binjs-ref', 'categories': [], 'version': '0.2.1'}}"
RUSTSEC-2021-0086,2021-01-07T12:00:00Z,flumedb,sunrise-choir,flumedb-rs,sunrise-choir,flumedb-rs,pkg:cargo/flumedb,[],['memory-exposure'],[],https://github.com/sunrise-choir/flumedb-rs,0.0.0-0,0.1.6,2022-01-13T21:17:28Z,"{'ssb-validate': {'downloads': 918, 'github_url': 'https://github.com/sunrise-choir/ssb-validate', 'categories': [], 'version': '1.4.2'}, 'ssb-db': {'downloads': 195, 'github_url': None, 'categories': [], 'version': '0.1.7'}}"
RUSTSEC-2021-0087,2021-01-07T12:00:00Z,columnar,frankmcsherry,columnar,pkg:cargo/columnar,[],['memory-exposure'],[],https://github.com/frankmcsherry/columnar.git,0.0.0-0,,,{}
RUSTSEC-2021-0088,2021-01-05T12:00:00Z,csv-sniffer,jblondin,csv-sniffer,jblondin,csv-sniffer,pkg:cargo/csv-sniffer,[],['memory-exposure'],['parser-implementations'],https://github.com/jblondin/csv-sniffer,0.0.0-0,0.2.0,2022-03-19T17:30:42Z,"{'agnes': {'downloads': 459, 'github_url': 'https://github.com/jblondin/agnes', 'categories': [], 'version': '0.3.2'}, 'automl': {'downloads': 810, 'github_url': 'https://github.com/cmccomb/rust-automl', 'categories': ['algorithms', 'mathematics', 'science'], 'version': '0.2.7'}, 'csvlens': {'downloads': 246, 'github_url': 'https://github.com/YS-L/csvlens', 'categories': [], 'version': '0.3.2'}, 'rhai-sci': {'downloads': 43, 'github_url': 'https://github.com/rhaiscript/rhai-sci', 'categories': ['algorithms', 'science'], 'version': '0.2.1'}}"
RUSTSEC-2021-0089,2021-01-20T12:00:00Z,raw-cpuid,gz,rust-cpuid,pkg:cargo/raw-cpuid,[],"['memory-corruption', 'denial-of-service']",[],https://github.com/gz/rust-cpuid,3.1.1-0,9.1.1,,"{'sha2ni': {'downloads': 54306, 'github_url': 'https://github.com/filecoin-project/rust-sha2ni', 'categories': ['no-std', 'cryptography'], 'version': '0.8.5'}, 'heim-virt': {'downloads': 27189, 'github_url': 'https://github.com/heim-rs/heim', 'categories': ['asynchronous', 'api-bindings', 'os'], 'version': '0.0.11'}, 'trapframe': {'downloads': 57115, 'github_url': 'https://github.com/rcore-os/trapframe-rs', 'categories': ['embedded', 'no-std'], 'version': '0.9.0'}, 'cache-size': {'downloads': 23944, 'github_url': 'https://github.com/lovesegfault/cache-size', 'categories': ['memory-management', 'hardware-support'], 'version': '0.6.0'}, 'x86': {'downloads': 66942, 'github_url': 'https://github.com/gz/rust-x86', 'categories': [], 'version': '0.52.0'}, 'candle-gemm-common': {'downloads': 9616, 'github_url': 'https://github.com/sarah-ek/gemm/', 'categories': [], 'version': '0.16.0'}, 'x2apic': {'downloads': 385, 'github_url': 'https://github.com/kzhao0986/x2apic-rs', 'categories': ['no-std'], 'version': '0.4.3'}, 'quanta': {'downloads': 11576, 'github_url': 'https://github.com/metrics-rs/quanta', 'categories': [], 'version': '0.12.1'}, 'gemm-common': {'downloads': 7722, 'github_url': 'https://github.com/sarah-ek/gemm/', 'categories': [], 'version': '0.16.15'}, 'gemm': {'downloads': 7616, 'github_url': 'https://github.com/sarah-ek/gemm/', 'categories': [], 'version': '0.16.15'}}"
RUSTSEC-2021-0090,2021-01-07T12:00:00Z,ash,MaikKlein,ash,pkg:cargo/ash,[],['memory-exposure'],[],https://github.com/MaikKlein/ash,0.0.0-0,0.33.1,,"{'vk-mem': {'downloads': 20955, 'github_url': 'https://github.com/gwihlidal/vk-mem-rs', 'categories': ['api-bindings', 'rendering', 'rendering::graphics-api', 'rendering::engine'], 'version': '0.2.2'}, 'gfx-backend-vulkan': {'downloads': 135941, 'github_url': 'https://github.com/gfx-rs/gfx', 'categories': [], 'version': '0.9.0'}, 'ash-window': {'downloads': 66391, 'github_url': 'https://github.com/MaikKlein/ash', 'categories': ['graphics', 'game-engines'], 'version': '0.12.0'}, 'vulkano': {'downloads': 3074, 'github_url': 'https://github.com/vulkano-rs/vulkano', 'categories': ['rendering::graphics-api'], 'version': '0.34.1'}, 'gpu-allocator': {'downloads': 13291, 'github_url': 'https://github.com/Traverse-Research/gpu-allocator', 'categories': ['rendering', 'rendering::graphics-api'], 'version': '0.24.0'}, 'ash-molten': {'downloads': 72, 'github_url': 'https://github.com/EmbarkStudios/ash-molten', 'categories': ['os::macos-apis', 'rendering', 'api-bindings'], 'version': '0.16.0+1.2.6'}, 'beryllium': {'downloads': 172, 'github_url': 'https://github.com/Lokathor/beryllium', 'categories': [], 'version': '0.13.1'}, 'glfw': {'downloads': 413, 'github_url': 'https://github.com/bjz/glfw-rs', 'categories': [], 'version': '0.54.0'}, 'wgpu-hal': {'downloads': 6942, 'github_url': 'https://github.com/gfx-rs/wgpu', 'categories': [], 'version': '0.18.1'}, 'i-slint-renderer-skia': {'downloads': 957, 'github_url': 'https://github.com/slint-ui/slint', 'categories': [], 'version': '1.3.2'}}"
RUSTSEC-2021-0091,2021-01-07T12:00:00Z,gfx-auxil,gfx-rs,gfx,pkg:cargo/gfx-auxil,[],['memory-exposure'],[],https://github.com/gfx-rs/gfx,0.0.0-0,,,"{'gfx-backend-gl': {'downloads': 120680, 'github_url': 'https://github.com/gfx-rs/gfx', 'categories': [], 'version': '0.9.0'}, 'gfx-backend-dx11': {'downloads': 80383, 'github_url': 'https://github.com/gfx-rs/gfx', 'categories': [], 'version': '0.9.0'}, 'gfx-backend-metal': {'downloads': 77005, 'github_url': 'https://github.com/gfx-rs/gfx', 'categories': [], 'version': '0.9.1'}, 'gfx-backend-dx12': {'downloads': 73790, 'github_url': 'https://github.com/gfx-rs/gfx', 'categories': [], 'version': '0.9.1'}}"
RUSTSEC-2021-0092,2021-01-26T12:00:00Z,messagepack-rs,otake84,messagepack-rs,pkg:cargo/messagepack-rs,[],['memory-exposure'],['encoding'],https://github.com/otake84/messagepack-rs,0.0.0-0,,,{}
RUSTSEC-2021-0093,2021-07-30T12:00:00Z,crossbeam-deque,crossbeam-rs,crossbeam,pkg:cargo/crossbeam-deque,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['memory-corruption'],"['algorithms', 'concurrency', 'data-structures']",https://github.com/crossbeam-rs/crossbeam,0.8.0,0.8.1,,"{'tokio-threadpool': {'downloads': 7033143, 'github_url': 'https://github.com/tokio-rs/tokio', 'categories': ['asynchronous', 'concurrency'], 'version': '0.1.18'}, 'executors': {'downloads': 5917, 'github_url': 'https://github.com/Bathtor/rust-executors', 'categories': ['asynchronous', 'concurrency'], 'version': '0.9.0'}, 'glyph_brush_draw_cache': {'downloads': 367724, 'github_url': 'https://github.com/alexheretic/glyph-brush', 'categories': [], 'version': '0.1.5'}, 'crossbeam': {'downloads': 10762979, 'github_url': 'https://github.com/crossbeam-rs/crossbeam', 'categories': ['concurrency', 'no-std', 'memory-management', 'data-structures'], 'version': '0.8.2'}, 'rusttype': {'downloads': 560745, 'github_url': 'https://gitlab.redox-os.org/redox-os/rusttype', 'categories': [], 'version': '0.9.3'}, 'st3': {'downloads': 41484, 'github_url': 'https://github.com/asynchronics/st3', 'categories': ['concurrency', 'data-structures'], 'version': '0.4.1'}, 'rustc-rayon-core': {'downloads': 132970, 'github_url': 'https://github.com/rust-lang/rustc-rayon', 'categories': ['concurrency'], 'version': '0.5.0'}, 'rayon-core': {'downloads': 5002604, 'github_url': 'https://github.com/rayon-rs/rayon', 'categories': ['concurrency'], 'version': '1.12.0'}, 'smolscale': {'downloads': 103, 'github_url': 'https://github.com/geph-official/smolscale', 'categories': [], 'version': '0.4.2'}, 'ignore': {'downloads': 93474, 'github_url': 'https://github.com/BurntSushi/ripgrep/tree/master/crates/ignore', 'categories': [], 'version': '0.4.21'}}"
RUSTSEC-2021-0094,2021-02-03T12:00:00Z,rdiff,dyule,rdiff,pkg:cargo/rdiff,[],['memory-exposure'],[],https://github.com/dyule/rdiff,0.0.0-0,,,"{'optra': {'downloads': 971, 'github_url': 'https://github.com/dyule/optra', 'categories': [], 'version': '0.2.1'}}"
RUSTSEC-2021-0095,2021-06-01T12:00:00Z,mopa,chris-morgan,mopa,pkg:cargo/mopa,[],"['memory-corruption', 'memory-exposure', 'code-execution']",[],https://github.com/chris-morgan/mopa,0.0.0-0,,,"{'dtl': {'downloads': 1349, 'github_url': 'https://github.com/tesjin/rust-dtl', 'categories': [], 'version': '0.0.2'}, 'any_key': {'downloads': 20178, 'github_url': 'https://github.com/Rufflewind/any_key', 'categories': ['data-structures'], 'version': '0.1.1'}, 'ciruela': {'downloads': 524, 'github_url': None, 'categories': ['network-programming', 'filesystem', 'development-tools', 'command-line-utilities'], 'version': '0.6.12'}, 'gc-shadowstack': {'downloads': 195, 'github_url': 'https://github.com/playXE/gc-shadowstack', 'categories': [], 'version': '1.1.1'}, 'resticular': {'downloads': 204, 'github_url': 'https://github.com/Haider-Ali-Dev/resticular', 'categories': [], 'version': '0.1.12'}, 'sgxs-tools': {'downloads': 2804, 'github_url': 'https://github.com/fortanix/rust-sgx', 'categories': ['command-line-utilities'], 'version': '0.8.6'}, 'saltyrtc-client': {'downloads': 241, 'github_url': 'https://github.com/saltyrtc/saltyrtc-client-rs', 'categories': ['network-programming'], 'version': '0.9.0'}, 'surge-imports': {'downloads': 4803, 'github_url': 'https://github.com/klebz/surge-rs', 'categories': [], 'version': '0.2.12-alpha.0'}, 'hit-data': {'downloads': 71, 'github_url': 'https://github.com/wimpheling/hit', 'categories': [], 'version': '0.0.5'}, 'product-os-capabilities': {'downloads': 71, 'github_url': None, 'categories': [], 'version': '0.0.11'}}"
RUSTSEC-2021-0096,2021-08-16T12:00:00Z,spirv_headers,gfx-rs,rspirv,pkg:cargo/spirv_headers,[],[],[],https://github.com/gfx-rs/rspirv,0.0.0-0,,,"{'rasen': {'downloads': 1058, 'github_url': 'https://github.com/leops/rasen', 'categories': ['rendering', 'development-tools'], 'version': '0.12.0'}, 'chrysanthemum': {'downloads': 393, 'github_url': 'https://hg.sr.ht/~icefox/chrysanthemum', 'categories': ['graphics'], 'version': '0.0.1'}, 'spirv-reflect': {'downloads': 301626, 'github_url': 'https://github.com/gwihlidal/spirv-reflect-rs', 'categories': ['rendering', 'rendering::engine'], 'version': '0.2.3'}, 'cart-tmp-nga': {'downloads': 7190, 'github_url': 'https://github.com/gfx-rs/naga', 'categories': [], 'version': '0.1.0'}, 'cart-tmp-wgc': {'downloads': 7006, 'github_url': 'https://github.com/gfx-rs/wgpu', 'categories': [], 'version': '0.1.0'}, 'bevy_progress_bar': {'downloads': 107, 'github_url': 'http://github.com/Anshorei/bevy_rei', 'categories': ['game-engines'], 'version': '0.9.0'}}"
RUSTSEC-2021-0097,2021-08-24T12:00:00Z,openssl-src,,,pkg:cargo/openssl-src,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H'}]",['crypto-failure'],[],https://github.com/alexcrichton/openssl-src-rs,0.0.0-0,111.16.0,,"{'datachannel-sys': {'downloads': 98, 'github_url': 'https://github.com/lerouxrgd/datachannel-rs', 'categories': ['network-programming'], 'version': '0.19.1'}, 'openssl-sys': {'downloads': 377316, 'github_url': 'https://github.com/sfackler/rust-openssl', 'categories': ['external-ffi-bindings', 'cryptography'], 'version': '0.9.96'}, 'tongsuo-sys': {'downloads': 491, 'github_url': 'https://github.com/zh-jq/rust-tongsuo', 'categories': ['external-ffi-bindings', 'cryptography'], 'version': '0.9.96'}, 'summa-core': {'downloads': 32, 'github_url': None, 'categories': [], 'version': '0.22.7'}}"
RUSTSEC-2021-0098,2021-08-24T12:00:00Z,openssl-src,,,pkg:cargo/openssl-src,"[{'type': 'CVSS_V3', 'score': 'CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:N/A:H'}]","['denial-of-service', 'crypto-failure']",[],https://github.com/alexcrichton/openssl-src-rs,0.0.0-0,111.16.0,,"{'datachannel-sys': {'downloads': 98, 'github_url': 'https://github.com/lerouxrgd/datachannel-rs', 'categories': ['network-programming'], 'version': '0.19.1'}, 'openssl-sys': {'downloads': 377316, 'github_url': 'https://github.com/sfackler/rust-openssl', 'categories': ['external-ffi-bindings', 'cryptography'], 'version': '0.9.96'}, 'tongsuo-sys': {'downloads': 491, 'github_url': 'https://github.com/zh-jq/rust-tongsuo', 'categories': ['external-ffi-bindings', 'cryptography'], 'version': '0.9.96'}, 'summa-core': {'downloads': 32, 'github_url': None, 'categories': [], 'version': '0.22.7'}}"
id,published,name,gh_owner,gh_repo,purl,severity,categories_vuln,categories_package,github_link,introduced_version,patched_version,date_of_patch,dependents
RUSTSEC-2021-0068,2021-05-19T12:00:00Z,iced-x86,icedland,iced,pkg:cargo/iced-x86,[],[],"['wasm', 'encoding', 'development-tools::debugging', 'hardware-support', 'no-std']",https://github.com/icedland/iced,0.0.0-0,1.10.4-0,,"{'scanflow': {'downloads': 359, 'github_url': 'https://github.com/h33p/scanflow', 'categories': ['parsing', 'os', 'memory-management'], 'version': '0.1.1'}, 'faithe': {'downloads': 362, 'github_url': 'https://github.com/sy1ntexx/faithe', 'categories': [], 'version': '0.8.0'}, 'mijit': {'downloads': 63, 'github_url': 'https://github.com/apt1002/mijit/', 'categories': [], 'version': '0.2.4'}, 'dll-syringe': {'downloads': 1263, 'github_url': 'https://github.com/OpenByteDev/dll-syringe', 'categories': [], 'version': '0.15.2'}, 'steg86': {'downloads': 243, 'github_url': 'https://github.com/woodruffw/steg86', 'categories': ['encoding', 'command-line-utilities'], 'version': '0.2.1'}, 'ropr': {'downloads': 438, 'github_url': 'https://github.com/Ben-Lichtman/ropr', 'categories': [], 'version': '0.2.25'}, 'ilhook': {'downloads': 120, 'github_url': 'https://github.com/regomne/ilhook-rs', 'categories': ['hardware-support'], 'version': '2.1.0'}, 'libscemu': {'downloads': 47, 'github_url': 'https://github.com/sha0coder/libscemu', 'categories': [], 'version': '0.13.7'}, 'xgadget': {'downloads': 47, 'github_url': 'https://github.com/entropic-security/xgadget', 'categories': ['algorithms', 'command-line-utilities', 'development-tools'], 'version': '0.11.1'}, 'macroassembler': {'downloads': 30, 'github_url': 'https://github.com/playxe/masm-rs', 'categories': [], 'version': '1.0.5'}}"
RUSTSEC-2021-0069,2021-05-22T12:00:00Z,lettre,lettre,lettre,pkg:cargo/lettre,[],['format-injection'],"['email', 'network-programming']",https://github.com/lettre/lettre,0.10.0-alpha.1,0.10.0-rc.3,,"{'lettre_email': {'downloads': 307571, 'github_url': 'https://github.com/lettre/lettre', 'categories': ['email'], 'version': '0.9.4'}, 'imap': {'downloads': 97980, 'github_url': 'https://github.com/jonhoo/rust-imap', 'categories': ['network-programming', 'email'], 'version': '2.4.1'}, 'notmuch': {'downloads': 16943, 'github_url': 'https://github.com/vhdirk/notmuch-rs', 'categories': [], 'version': '0.8.0'}, 'email-format': {'downloads': 2335, 'github_url': 'https://github.com/mikedilger/email-format', 'categories': [], 'version': '0.8.1'}, 'csml_interpreter': {'downloads': 384, 'github_url': 'https://github.com/CSML-by-Clevy/csml-engine', 'categories': ['text-processing'], 'version': '1.11.2'}, 'vsmtp-common': {'downloads': 1263, 'github_url': 'https://github.com/viridIT/vSMTP', 'categories': ['data-structures'], 'version': '2.2.1'}, 'lemmy_utils': {'downloads': 750, 'github_url': 'https://github.com/LemmyNet/lemmy', 'categories': [], 'version': '0.18.2'}, 'vigil-server': {'downloads': 106, 'github_url': 'https://github.com/valeriansaliou/vigil.git', 'categories': ['web-programming'], 'version': '1.26.3'}, 'pling': {'downloads': 158, 'github_url': 'https://github.com/EdJoPaTo/pling', 'categories': ['command-line-interface', 'web-programming::http-client', 'network-programming', 'email'], 'version': '0.3.0'}, 'lightspeed_email': {'downloads': 51, 'github_url': 'https://github.com/LightHero/lightspeed', 'categories': [], 'version': '0.55.0'}}"
RUSTSEC-2021-0070,2021-06-06T12:00:00Z,nalgebra,dimforge,nalgebra,pkg:cargo/nalgebra,[],"['memory-corruption', 'memory-exposure']","['science', 'wasm', 'mathematics', 'no-std']",https://github.com/dimforge/nalgebra,0.11.0,0.27.1,,"{'imageproc': {'downloads': 364579, 'github_url': 'https://github.com/image-rs/imageproc.git', 'categories': [], 'version': '0.23.0'}, 'statrs': {'downloads': 777022, 'github_url': 'https://github.com/boxtown/statrs', 'categories': ['science'], 'version': '0.16.0'}, 'argmin': {'downloads': 55698, 'github_url': 'https://github.com/argmin-rs/argmin', 'categories': ['science'], 'version': '0.8.1'}, 'encase': {'downloads': 205700, 'github_url': 'https://github.com/teoxoy/encase', 'categories': ['rendering'], 'version': '0.6.1'}, 'embedded-graphics-core': {'downloads': 76765, 'github_url': 'https://github.com/embedded-graphics/embedded-graphics', 'categories': ['embedded', 'no-std'], 'version': '0.4.0'}, 'nalgebra-macros': {'downloads': 1044296, 'github_url': 'https://github.com/dimforge/nalgebra', 'categories': ['science', 'mathematics'], 'version': '0.2.1'}, 'linregress': {'downloads': 66230, 'github_url': 'https://github.com/n1m3/linregress', 'categories': [], 'version': '0.5.3'}, 'specs': {'downloads': 2428, 'github_url': 'https://github.com/slide-rs/specs', 'categories': ['concurrency', 'game-engines'], 'version': '0.20.0'}, 'numpy': {'downloads': 43420, 'github_url': 'https://github.com/PyO3/rust-numpy', 'categories': ['api-bindings', 'science', 'development-tools::ffi'], 'version': '0.20.0'}, 'splines': {'downloads': 1129, 'github_url': 'https://github.com/phaazon/splines', 'categories': ['science'], 'version': '4.3.1'}}"
